N,TYPE,PARENT,NAME,FILETYPE,PATH,SIZE
167,File,bms,COMEN01.bms,bms,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/bms/COMEN01.bms,10499
168,File,cbl,CBCUS01C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CBCUS01C.cbl,6892
169,File,cbl,CBACT01C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CBACT01C.cbl,15311
170,File,cbl,CORPT00C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CORPT00C.cbl,28302
171,File,cbl,CBACT04C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CBACT04C.cbl,52478
172,File,cbl,COUSR00C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COUSR00C.cbl,29285
173,File,cbl,CBACT02C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CBACT02C.cbl,14095
174,File,cbl,COCRDUPC.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COCRDUPC.cbl,125961
175,File,cbl,CBTRN01C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CBTRN01C.cbl,17857
176,File,cbl,COTRN00C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COTRN00C.cbl,29270
177,File,cbl,COACTVWC.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COACTVWC.cbl,74764
178,File,cbl,COBIL00C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COBIL00C.cbl,23426
179,File,cbl,CSUTLDTC.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CSUTLDTC.cbl,11608
180,File,cbl,COADM01C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COADM01C.cbl,10864
181,File,cbl,CBTRN02C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CBTRN02C.cbl,58889
182,File,cbl,COTRN01C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COTRN01C.cbl,14244
183,File,cbl,CBACT03C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CBACT03C.cbl,14100
184,File,cbl,COCRDLIC.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COCRDLIC.cbl,117376
185,File,cbl,COCRDSLC.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COCRDSLC.cbl,71308
186,File,cbl,COUSR02C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COUSR02C.cbl,17611
187,File,cbl,CBTRN03C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CBTRN03C.cbl,52238
188,File,cbl,COUSR03C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COUSR03C.cbl,15038
189,File,cbl,COMEN01C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COMEN01C.cbl,11476
190,File,cbl,COTRN02C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COTRN02C.cbl,33665
191,File,cbl,COACTUPC.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COACTUPC.cbl,186699
192,File,cbl,CBSTM03A.CBL,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CBSTM03A.CBL,36498
193,File,cbl,COSGN00C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COSGN00C.cbl,10288
194,File,cbl,COUSR01C.cbl,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/COUSR01C.cbl,12571
195,File,cbl,CBSTM03B.CBL,cbl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/cbl/CBSTM03B.CBL,7213
196,File,jcl,OPENFIL.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/OPENFIL.jcl,2232
197,File,jcl,PRTCATBL.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/PRTCATBL.jcl,4316
198,File,jcl,DEFGDGB.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/DEFGDGB.jcl,4744
199,File,jcl,TRANCATG.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/TRANCATG.jcl,4884
200,File,jcl,READACCT.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/READACCT.jcl,2063
201,File,jcl,TRANFILE.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/TRANFILE.jcl,9721
202,File,jcl,CREASTMT.JCL,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/CREASTMT.JCL,4554
203,File,jcl,REPTFILE.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/REPTFILE.jcl,2207
204,File,jcl,CBADMCDJ.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/CBADMCDJ.jcl,6408
205,File,jcl,TRANBKP.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/TRANBKP.jcl,5330
206,File,jcl,INTCALC.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/INTCALC.jcl,2964
207,File,jcl,DALYREJS.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/DALYREJS.jcl,2233
208,File,jcl,COMBTRAN.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/COMBTRAN.jcl,3662
209,File,jcl,CARDFILE.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/CARDFILE.jcl,9947
210,File,jcl,READCARD.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/READCARD.jcl,2117
211,File,jcl,DEFCUST.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/DEFCUST.jcl,2415
212,File,jcl,DUSRSECJ.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/DUSRSECJ.jcl,4060
213,File,jcl,CUSTFILE.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/CUSTFILE.jcl,6401
214,File,jcl,POSTTRAN.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/POSTTRAN.jcl,3246
215,File,jcl,XREFFILE.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/XREFFILE.jcl,8165
216,File,jcl,READCUST.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/READCUST.jcl,569
217,File,jcl,READXREF.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/READXREF.jcl,2065
218,File,jcl,TCATBALF.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/TCATBALF.jcl,4865
219,File,jcl,CLOSEFIL.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/CLOSEFIL.jcl,2235
220,File,jcl,TRANREPT.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/TRANREPT.jcl,6427
221,File,jcl,TRANTYPE.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/TRANTYPE.jcl,4885
222,File,jcl,DISCGRP.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/DISCGRP.jcl,4904
223,File,jcl,TRANIDX.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/TRANIDX.jcl,4210
224,File,jcl,ACCTFILE.jcl,jcl,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/app/jcl/ACCTFILE.jcl,4880
225,File,diagrams,Application-Flow-User.png,png,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/diagrams/Application-Flow-User.png,69571
226,File,diagrams,Admin-Menu.png,png,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/diagrams/Admin-Menu.png,286632
227,File,diagrams,Signon-Screen.png,png,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/diagrams/Signon-Screen.png,390423
228,File,diagrams,CARDDEMO-DataModel.drawio,drawio,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/diagrams/CARDDEMO-DataModel.drawio,8872
229,File,diagrams,Application-Flow-Admin.png,png,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/diagrams/Application-Flow-Admin.png,38675
230,File,diagrams,Main-Menu.png,png,/home1/hugo/PycharmProjects/okrocket/cobol/code/aws-mainframe-modernization-carddemo/diagrams/Main-Menu.png,354573
